ROUTE,TOTAL_FLIGHTS,TOTAL_CANCELLED,TOTAL_ARRIVED,DELAYED_FLIGHTS_W,ARR_DELAY_MIN_W,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
DCA-HPN,1386,23.0,1352.0,268.0,19229.0,0.016594516594516596,0.19822485207100593,14.222633136094675
DCA-HSV,1339,19.0,1316.0,193.0,12917.0,0.014189693801344288,0.1466565349544073,9.815349544072948
DCA-IAH,2080,16.0,2055.0,328.0,27229.0,0.007692307692307693,0.15961070559610704,13.250121654501216
DCA-ILM,756,16.0,737.0,114.0,9593.0,0.021164021164021163,0.1546811397557666,13.016282225237449
DCA-IND,2006,22.0,1983.0,215.0,16433.0,0.010967098703888335,0.10842158345940495,8.286938981341402
DCA-JAN,351,9.0,341.0,75.0,6425.0,0.02564102564102564,0.21994134897360704,18.841642228739
DCA-JAX,1419,17.0,1398.0,260.0,19854.0,0.011980267794221282,0.1859799713876967,14.201716738197424
DCA-JFK,2768,98.0,2667.0,510.0,38211.0,0.03540462427745665,0.19122609673790777,14.327334083239595
DCA-LAN,321,9.0,311.0,51.0,4201.0,0.028037383177570093,0.1639871382636656,13.508038585209004
DCA-LAS,365,2.0,360.0,49.0,3230.0,0.005479452054794521,0.1361111111111111,8.972222222222221
DCA-LAX,1457,11.0,1440.0,275.0,23874.0,0.0075497597803706245,0.1909722222222222,16.579166666666666
DCA-LEX,297,6.0,290.0,21.0,1208.0,0.020202020202020204,0.07241379310344828,4.165517241379311
DCA-LGA,5800,146.0,5653.0,1130.0,93105.0,0.02517241379310345,0.19989386166637182,16.470015920750043
DCA-LIT,356,2.0,353.0,89.0,7206.0,0.0056179775280898875,0.2521246458923513,20.413597733711047
DCA-MCI,1965,22.0,1940.0,368.0,24557.0,0.011195928753180661,0.18969072164948453,12.658247422680413
DCA-MCO,4384,43.0,4316.0,889.0,84968.0,0.009808394160583942,0.20597775718257647,19.686746987951807
DCA-MDW,2129,37.0,2088.0,338.0,23000.0,0.01737905119774542,0.16187739463601533,11.015325670498084
DCA-MEM,1337,16.0,1317.0,182.0,13020.0,0.011967090501121914,0.13819286256643887,9.88610478359909
DCA-MGM,296,8.0,288.0,56.0,3848.0,0.02702702702702703,0.19444444444444445,13.36111111111111
DCA-MHT,1026,27.0,997.0,181.0,12499.0,0.02631578947368421,0.1815446339017051,12.536609829488466
DCA-MIA,3182,34.0,3130.0,666.0,57191.0,0.010685103708359522,0.21277955271565496,18.271884984025558
DCA-MKE,829,8.0,821.0,150.0,10097.0,0.009650180940892641,0.18270401948842874,12.298416565164434
DCA-MLB,14,0.0,14.0,2.0,118.0,0.0,0.14285714285714285,8.428571428571429
DCA-MSN,617,7.0,610.0,62.0,4785.0,0.011345218800648298,0.10163934426229508,7.844262295081967
DCA-MSP,2441,28.0,2411.0,305.0,22441.0,0.011470708725931995,0.12650352550808794,9.307756117793447
DCA-MSY,1926,15.0,1907.0,332.0,22222.0,0.00778816199376947,0.1740954378605139,11.652857891976927
DCA-MVY,194,7.0,185.0,47.0,4239.0,0.03608247422680412,0.25405405405405407,22.913513513513514
DCA-MYR,365,6.0,357.0,60.0,3545.0,0.01643835616438356,0.16806722689075632,9.929971988795518
DCA-OKC,669,6.0,661.0,165.0,9894.0,0.008968609865470852,0.24962178517397882,14.968229954614221
DCA-OMA,647,6.0,641.0,139.0,7857.0,0.00927357032457496,0.21684867394695787,12.257410296411857
DCA-ORD,6339,110.0,6220.0,1011.0,101574.0,0.017352894778356207,0.16254019292604502,16.33022508038585
DCA-ORF,1343,15.0,1323.0,233.0,16502.0,0.011169024571854059,0.17611489040060468,12.473167044595616
DCA-PBI,1700,25.0,1672.0,379.0,30653.0,0.014705882352941176,0.22667464114832536,18.333133971291865
DCA-PDX,364,2.0,359.0,56.0,3893.0,0.005494505494505495,0.15598885793871867,10.844011142061282
DCA-PHL,1380,11.0,1368.0,170.0,13478.0,0.007971014492753623,0.12426900584795321,9.852339181286549
DCA-PHX,1092,5.0,1085.0,153.0,13509.0,0.004578754578754579,0.14101382488479264,12.450691244239632
DCA-PIT,1945,21.0,1922.0,227.0,19222.0,0.010796915167095116,0.11810613943808533,10.001040582726327
DCA-PNS,722,14.0,704.0,171.0,13453.0,0.019390581717451522,0.24289772727272727,19.109375
DCA-PVD,2468,40.0,2424.0,397.0,29191.0,0.01620745542949757,0.16377887788778878,12.042491749174918
DCA-PWM,1030,18.0,1008.0,186.0,13414.0,0.017475728155339806,0.18452380952380953,13.307539682539682
DCA-RDU,2847,26.0,2818.0,385.0,32027.0,0.0091324200913242,0.13662171753016322,11.365152590489709
DCA-ROC,1027,22.0,1003.0,131.0,9354.0,0.021421616358325218,0.13060817547357925,9.326021934197408
DCA-RSW,999,10.0,986.0,202.0,16904.0,0.01001001001001001,0.20486815415821502,17.144016227180526
DCA-SAV,723,9.0,713.0,123.0,10856.0,0.012448132780082987,0.17251051893408134,15.225806451612904
DCA-SBN,12,0.0,12.0,3.0,93.0,0.0,0.25,7.75
DCA-SDF,1188,18.0,1169.0,140.0,10135.0,0.015151515151515152,0.11976047904191617,8.669803250641573
DCA-SEA,729,2.0,721.0,101.0,7627.0,0.0027434842249657062,0.14008321775312066,10.578363384188627
DCA-SFO,729,7.0,717.0,142.0,10660.0,0.009602194787379973,0.19804741980474197,14.86750348675035
DCA-SJU,365,2.0,361.0,89.0,7949.0,0.005479452054794521,0.24653739612188366,22.019390581717452
DCA-SLC,365,4.0,361.0,52.0,4492.0,0.010958904109589041,0.1440443213296399,12.443213296398891
DCA-SRQ,399,4.0,395.0,100.0,6410.0,0.010025062656641603,0.25316455696202533,16.227848101265824
DCA-STL,2359,30.0,2325.0,397.0,24565.0,0.01271725307333616,0.170752688172043,10.565591397849463
DCA-SYR,1027,13.0,1014.0,99.0,7150.0,0.012658227848101266,0.09763313609467456,7.051282051282051
DCA-TLH,368,8.0,360.0,79.0,5602.0,0.021739130434782608,0.21944444444444444,15.561111111111112
DCA-TPA,2227,29.0,2196.0,395.0,32412.0,0.013022002694207453,0.17987249544626593,14.759562841530055
DCA-TUL,361,3.0,355.0,60.0,3426.0,0.008310249307479225,0.16901408450704225,9.650704225352113
DCA-TVC,99,0.0,99.0,9.0,410.0,0.0,0.09090909090909091,4.141414141414141
DCA-TYS,1114,10.0,1102.0,167.0,12938.0,0.008976660682226212,0.1515426497277677,11.740471869328493
DCA-VPS,379,1.0,377.0,63.0,5151.0,0.002638522427440633,0.16710875331564987,13.6631299734748
DCA-XNA,333,7.0,326.0,82.0,5675.0,0.021021021021021023,0.25153374233128833,17.4079754601227
DDC-DEN,360,21.0,337.0,66.0,14124.0,0.058333333333333334,0.19584569732937684,41.910979228486646
DDC-LBL,262,3.0,258.0,34.0,3058.0,0.011450381679389313,0.13178294573643412,11.852713178294573
DEC-JLN,365,6.0,357.0,63.0,15331.0,0.01643835616438356,0.17647058823529413,42.943977591036415
DEC-ORD,621,13.0,607.0,107.0,19888.0,0.020933977455716585,0.17627677100494235,32.76441515650741
DEN-ABE,58,1.0,57.0,17.0,3503.0,0.017241379310344827,0.2982456140350877,61.45614035087719
DEN-ABQ,2766,33.0,2730.0,689.0,41148.0,0.01193058568329718,0.2523809523809524,15.072527472527472
DEN-ACV,314,2.0,308.0,65.0,4459.0,0.006369426751592357,0.21103896103896103,14.477272727272727
DEN-ALB,136,0.0,136.0,63.0,4206.0,0.0,0.4632352941176471,30.926470588235293
DEN-AMA,708,18.0,688.0,153.0,10941.0,0.025423728813559324,0.22238372093023256,15.902616279069768
DEN-ANC,542,5.0,536.0,141.0,11126.0,0.00922509225092251,0.2630597014925373,20.757462686567163
DEN-ASE,2418,193.0,2198.0,649.0,60390.0,0.07981803143093466,0.29526842584167423,27.474977252047317
DEN-ATL,6182,56.0,6118.0,1349.0,96210.0,0.009058557101261728,0.2204968944099379,15.725727361882969
DEN-ATW,446,10.0,430.0,161.0,12127.0,0.02242152466367713,0.3744186046511628,28.20232558139535
DEN-AUS,4446,79.0,4363.0,1041.0,64502.0,0.017768780926675665,0.23859729543891817,14.783864313545726
DEN-AVL,219,0.0,219.0,68.0,5631.0,0.0,0.3105022831050228,25.71232876712329
DEN-BDL,592,5.0,584.0,220.0,14599.0,0.008445945945945946,0.3767123287671233,24.998287671232877
DEN-BFF,606,19.0,585.0,101.0,7663.0,0.03135313531353135,0.17264957264957265,13.099145299145299
DEN-BFL,364,8.0,355.0,80.0,4879.0,0.02197802197802198,0.22535211267605634,13.743661971830987
DEN-BHM,1078,6.0,1070.0,327.0,19854.0,0.0055658627087198514,0.305607476635514,18.55514018691589
DEN-BIH,95,3.0,91.0,25.0,1840.0,0.031578947368421054,0.27472527472527475,20.21978021978022
DEN-BIL,988,14.0,971.0,232.0,17067.0,0.01417004048582996,0.23892893923789907,17.576725025746654
DEN-BIS,1143,23.0,1117.0,203.0,16080.0,0.020122484689413824,0.18173679498657117,14.395702775290959
DEN-BLI,33,0.0,33.0,4.0,203.0,0.0,0.12121212121212122,6.151515151515151
DEN-BMI,60,0.0,60.0,7.0,1178.0,0.0,0.11666666666666667,19.633333333333333
DEN-BNA,3945,41.0,3895.0,974.0,58389.0,0.010392902408111533,0.25006418485237486,14.990757381258023
DEN-BOI,2279,14.0,2261.0,534.0,33695.0,0.00614304519526108,0.23617868199911543,14.902697921273772
DEN-BOS,3342,35.0,3291.0,1007.0,73190.0,0.010472770795930581,0.3059860224855667,22.239440899422668
DEN-BTV,95,2.0,93.0,18.0,1372.0,0.021052631578947368,0.1935483870967742,14.75268817204301
DEN-BUF,292,1.0,289.0,112.0,5589.0,0.003424657534246575,0.3875432525951557,19.33910034602076
DEN-BUR,1655,15.0,1633.0,432.0,26526.0,0.00906344410876133,0.2645437844458053,16.243723208818125
DEN-BWI,2907,40.0,2862.0,797.0,47345.0,0.013759889920880633,0.2784765897973445,16.54262753319357
DEN-BZN,2566,21.0,2543.0,641.0,39829.0,0.00818394388152767,0.2520644907589461,15.66220998820291
DEN-CHS,700,3.0,695.0,229.0,15179.0,0.004285714285714286,0.3294964028776978,21.840287769784172
DEN-CID,937,12.0,922.0,198.0,14850.0,0.012806830309498399,0.21475054229934923,16.106290672451195
DEN-CLE,1827,10.0,1810.0,439.0,29205.0,0.005473453749315818,0.2425414364640884,16.135359116022098
DEN-CLT,2946,24.0,2914.0,660.0,56629.0,0.008146639511201629,0.22649279341111875,19.433424845573096
DEN-CMH,1736,17.0,1716.0,466.0,31007.0,0.009792626728110598,0.2715617715617716,18.06934731934732
DEN-CNY,412,6.0,403.0,76.0,4251.0,0.014563106796116505,0.18858560794044665,10.548387096774194
DEN-COD,35,2.0,33.0,4.0,285.0,0.05714285714285714,0.12121212121212122,8.636363636363637
DEN-COS,4251,92.0,4151.0,1005.0,69383.0,0.021641966596095037,0.2421103348590701,16.714767525897376
DEN-CPR,997,38.0,957.0,228.0,17373.0,0.03811434302908726,0.23824451410658307,18.153605015673982
DEN-CVG,1958,18.0,1939.0,452.0,34122.0,0.009193054136874362,0.2331098504383703,17.597730789066528
DEN-CYS,368,12.0,356.0,49.0,9973.0,0.03260869565217391,0.13764044943820225,28.014044943820224
DEN-DAL,3445,80.0,3351.0,920.0,57550.0,0.023222060957910014,0.27454491196657715,17.17397791703969
DEN-DAY,94,0.0,94.0,21.0,1132.0,0.0,0.22340425531914893,12.042553191489361
DEN-DCA,1455,24.0,1430.0,274.0,19806.0,0.016494845360824743,0.1916083916083916,13.850349650349651
DEN-DDC,262,1.0,259.0,48.0,2982.0,0.003816793893129771,0.18532818532818532,11.513513513513514
DEN-DFW,5848,87.0,5739.0,1487.0,128797.0,0.01487688098495212,0.25910437358424815,22.442411569959923
DEN-DIK,636,27.0,604.0,120.0,9683.0,0.04245283018867924,0.1986754966887417,16.031456953642383
DEN-DRO,1421,23.0,1394.0,300.0,19693.0,0.01618578465869106,0.2152080344332855,14.126972740315638
DEN-DSM,2315,22.0,2289.0,623.0,40611.0,0.009503239740820735,0.27217125382262997,17.74180865006553
DEN-DTW,2932,32.0,2894.0,644.0,44414.0,0.010914051841746248,0.22252937111264687,15.346924671734623
DEN-DVL,311,7.0,290.0,25.0,1337.0,0.022508038585209004,0.08620689655172414,4.610344827586207
DEN-ECP,53,0.0,52.0,12.0,617.0,0.0,0.23076923076923078,11.865384615384615
DEN-EGE,1093,24.0,1068.0,210.0,15569.0,0.021957913998170174,0.19662921348314608,14.577715355805243
DEN-ELP,1641,20.0,1618.0,406.0,24516.0,0.01218769043266301,0.25092707045735474,15.15203955500618
DEN-EUG,993,5.0,988.0,217.0,13762.0,0.005035246727089627,0.21963562753036436,13.929149797570851
DEN-EWR,3250,74.0,3153.0,845.0,61077.0,0.02276923076923077,0.2679987313669521,19.37107516650809
DEN-FAR,1496,50.0,1442.0,315.0,23337.0,0.03342245989304813,0.21844660194174756,16.18377253814147
DEN-FAT,1460,7.0,1450.0,362.0,26446.0,0.004794520547945206,0.2496551724137931,18.23862068965517
DEN-FCA,937,2.0,928.0,186.0,16725.0,0.0021344717182497333,0.20043103448275862,18.02262931034483
DEN-FLL,1718,18.0,1686.0,507.0,35027.0,0.010477299185098952,0.30071174377224197,20.77520759193357
DEN-FSD,1494,22.0,1470.0,313.0,24448.0,0.014725568942436412,0.21292517006802722,16.631292517006802
DEN-GCC,640,10.0,623.0,97.0,6439.0,0.015625,0.15569823434991975,10.335473515248797
DEN-GEG,1887,17.0,1870.0,470.0,30154.0,0.009009009009009009,0.25133689839572193,16.125133689839572
DEN-GJT,1020,20.0,997.0,251.0,18557.0,0.0196078431372549,0.25175526579739216,18.61283851554664
DEN-GRB,121,2.0,119.0,13.0,2451.0,0.01652892561983471,0.1092436974789916,20.596638655462186
DEN-GRR,1203,4.0,1198.0,316.0,20089.0,0.0033250207813798837,0.2637729549248748,16.768781302170282
DEN-GSO,94,0.0,94.0,23.0,1215.0,0.0,0.24468085106382978,12.925531914893616
DEN-GSP,364,2.0,362.0,69.0,5532.0,0.005494505494505495,0.19060773480662985,15.281767955801104
DEN-GTF,729,9.0,719.0,163.0,13604.0,0.012345679012345678,0.2267037552155772,18.920723226703757
DEN-GUC,599,30.0,568.0,97.0,6610.0,0.05008347245409015,0.17077464788732394,11.637323943661972
DEN-HDN,1565,36.0,1522.0,345.0,23772.0,0.023003194888178913,0.2266754270696452,15.61892247043364
DEN-HLN,574,7.0,567.0,95.0,7786.0,0.012195121951219513,0.1675485008818342,13.731922398589065
DEN-HNL,516,10.0,502.0,155.0,13482.0,0.01937984496124031,0.30876494023904383,26.856573705179283
DEN-HOU,2749,37.0,2704.0,696.0,40400.0,0.01345943979628956,0.257396449704142,14.940828402366863
DEN-HSV,658,11.0,644.0,160.0,12333.0,0.016717325227963525,0.2484472049689441,19.150621118012424
DEN-IAD,2741,23.0,2716.0,615.0,42563.0,0.008391098139365194,0.2264359351988218,15.67120765832106
DEN-IAH,5077,49.0,5019.0,1351.0,96992.0,0.009651368918652748,0.2691771269177127,19.324965132496512
DEN-ICT,1727,20.0,1704.0,494.0,32872.0,0.011580775911986103,0.289906103286385,19.291079812206572
DEN-IDA,921,14.0,902.0,158.0,12929.0,0.01520086862106406,0.17516629711751663,14.33370288248337
DEN-IND,2520,28.0,2491.0,648.0,41761.0,0.011111111111111112,0.26013649136892814,16.76475311120032
DEN-JAC,1314,11.0,1292.0,308.0,22108.0,0.00837138508371385,0.23839009287925697,17.111455108359134
DEN-JAX,719,5.0,711.0,227.0,13106.0,0.006954102920723227,0.31926863572433195,18.433192686357245
DEN-JFK,1507,46.0,1458.0,394.0,38051.0,0.030524220305242204,0.27023319615912206,26.098079561042525
DEN-JLN,257,0.0,257.0,26.0,1510.0,0.0,0.10116731517509728,5.875486381322958
DEN-JMS,363,6.0,352.0,43.0,2962.0,0.01652892561983471,0.12215909090909091,8.414772727272727
DEN-KOA,365,2.0,362.0,86.0,7335.0,0.005479452054794521,0.23756906077348067,20.26243093922652
DEN-LAR,624,30.0,592.0,116.0,9657.0,0.04807692307692308,0.19594594594594594,16.3125
DEN-LAS,9342,170.0,9163.0,2573.0,171103.0,0.018197388139584672,0.2808032303830623,18.67325111862927
DEN-LAX,7273,82.0,7187.0,1635.0,123201.0,0.011274577203354874,0.22749408654515096,17.142201196604983
DEN-LBB,593,13.0,578.0,149.0,10144.0,0.021922428330522766,0.2577854671280277,17.55017301038062
DEN-LBF,623,34.0,583.0,114.0,10866.0,0.05457463884430177,0.1955403087478559,18.638078902229847
DEN-LBL,360,9.0,349.0,56.0,3293.0,0.025,0.16045845272206305,9.435530085959885
DEN-LEX,94,0.0,93.0,10.0,514.0,0.0,0.10752688172043011,5.526881720430108
DEN-LGA,5272,120.0,5100.0,1342.0,104761.0,0.02276176024279211,0.26313725490196077,20.54137254901961
DEN-LGB,1101,10.0,1091.0,281.0,15045.0,0.009082652134423252,0.25756186984417967,13.790100824931256
DEN-LIH,368,2.0,365.0,80.0,6198.0,0.005434782608695652,0.2191780821917808,16.980821917808218
DEN-LIT,1049,10.0,1037.0,293.0,18717.0,0.009532888465204958,0.28254580520732886,18.049180327868854
DEN-LNK,4,0.0,4.0,0.0,20.0,0.0,0.0,5.0
DEN-LWS,365,4.0,360.0,59.0,3586.0,0.010958904109589041,0.1638888888888889,9.96111111111111
DEN-MAF,1044,16.0,1026.0,228.0,16702.0,0.01532567049808429,0.2222222222222222,16.278752436647174
DEN-MCI,4144,50.0,4090.0,956.0,60373.0,0.012065637065637066,0.23374083129584353,14.761124694376528
DEN-MCO,4464,56.0,4386.0,1217.0,86331.0,0.012544802867383513,0.2774737802097583,19.683310533515733
DEN-MDW,3631,78.0,3540.0,919.0,53187.0,0.021481685486091986,0.2596045197740113,15.02457627118644
DEN-MEM,1277,17.0,1255.0,355.0,21106.0,0.01331245105716523,0.28286852589641437,16.817529880478087
DEN-MFR,729,6.0,722.0,194.0,14926.0,0.00823045267489712,0.26869806094182824,20.673130193905816
DEN-MIA,2306,21.0,2269.0,657.0,47291.0,0.009106678230702514,0.2895548699867783,20.842221242838257
DEN-MKE,2664,40.0,2623.0,622.0,39576.0,0.015015015015015015,0.2371330537552421,15.088067098741899
DEN-MLI,365,6.0,358.0,116.0,11415.0,0.01643835616438356,0.3240223463687151,31.885474860335197
DEN-MOT,485,13.0,466.0,96.0,7975.0,0.026804123711340205,0.20600858369098712,17.113733905579398
DEN-MRY,365,3.0,359.0,63.0,3954.0,0.00821917808219178,0.17548746518105848,11.013927576601672
DEN-MSN,1065,16.0,1049.0,281.0,19161.0,0.015023474178403756,0.2678741658722593,18.26596758817922
DEN-MSO,1085,8.0,1068.0,230.0,19067.0,0.007373271889400922,0.2153558052434457,17.85299625468165
DEN-MSP,6286,89.0,6188.0,1402.0,97899.0,0.014158447343302577,0.22656755009696186,15.820782159017453
DEN-MSY,2197,16.0,2178.0,558.0,36338.0,0.007282658170232135,0.256198347107438,16.684113865932048
DEN-MTJ,1546,29.0,1516.0,315.0,20389.0,0.018758085381630013,0.20778364116094986,13.449208443271768
DEN-MYR,27,0.0,27.0,7.0,307.0,0.0,0.25925925925925924,11.37037037037037
DEN-OAK,1966,25.0,1940.0,571.0,30298.0,0.01271617497456765,0.2943298969072165,15.617525773195876
DEN-OGG,309,9.0,299.0,77.0,5943.0,0.02912621359223301,0.25752508361204013,19.876254180602007
DEN-OKC,2808,32.0,2769.0,723.0,50414.0,0.011396011396011397,0.2611050920910076,18.206572769953052
DEN-OMA,3253,34.0,3217.0,855.0,54982.0,0.01045189056255764,0.26577556729872553,17.09107864470003
DEN-ONT,2736,35.0,2701.0,787.0,48235.0,0.012792397660818713,0.2913735653461681,17.858200666419844
DEN-ORD,6326,65.0,6252.0,1450.0,111127.0,0.010275055327220993,0.23192578374920025,17.77463211772233
DEN-ORF,489,17.0,467.0,154.0,10314.0,0.034764826175869123,0.3297644539614561,22.085653104925054
DEN-OTH,42,0.0,41.0,8.0,453.0,0.0,0.1951219512195122,11.048780487804878
DEN-PBI,47,0.0,47.0,3.0,357.0,0.0,0.06382978723404255,7.595744680851064
DEN-PDX,4432,52.0,4373.0,985.0,63551.0,0.011732851985559567,0.22524582666361764,14.532586325177224
DEN-PHL,2742,38.0,2696.0,724.0,55664.0,0.013858497447118891,0.2685459940652819,20.64688427299703
DEN-PHX,9151,110.0,9034.0,2249.0,148402.0,0.012020544202819365,0.24894841709098958,16.427053353996016
DEN-PIA,92,1.0,91.0,20.0,1391.0,0.010869565217391304,0.21978021978021978,15.285714285714286
DEN-PIT,1558,14.0,1539.0,438.0,27847.0,0.008985879332477536,0.28460038986354774,18.094217024041587
DEN-PNS,273,5.0,267.0,54.0,4915.0,0.018315018315018316,0.20224719101123595,18.408239700374533
DEN-PRC,364,1.0,361.0,72.0,5789.0,0.0027472527472527475,0.1994459833795014,16.03601108033241
DEN-PSC,726,6.0,719.0,136.0,9368.0,0.008264462809917356,0.18915159944367177,13.029207232267037
DEN-PSP,1577,13.0,1562.0,373.0,22179.0,0.008243500317057704,0.23879641485275288,14.19910371318822
DEN-PUB,27,2.0,25.0,3.0,84.0,0.07407407407407407,0.12,3.36
DEN-PWM,95,1.0,94.0,23.0,1218.0,0.010526315789473684,0.24468085106382978,12.957446808510639
DEN-RAP,1441,44.0,1390.0,317.0,24113.0,0.030534351145038167,0.22805755395683452,17.34748201438849
DEN-RDM,729,5.0,719.0,153.0,11757.0,0.006858710562414266,0.21279554937413073,16.351877607788595
DEN-RDU,2087,21.0,2062.0,597.0,37329.0,0.010062290368950648,0.2895247332686712,18.10329776915616
DEN-RIC,784,7.0,775.0,222.0,15116.0,0.008928571428571428,0.2864516129032258,19.504516129032258
DEN-RIW,434,7.0,424.0,62.0,4677.0,0.016129032258064516,0.14622641509433962,11.03066037735849
DEN-RKS,433,9.0,424.0,68.0,5727.0,0.020785219399538105,0.16037735849056603,13.507075471698114
DEN-RNO,2307,18.0,2278.0,520.0,33243.0,0.007802340702210663,0.228270412642669,14.593064091308165
DEN-RSW,771,6.0,762.0,173.0,12474.0,0.007782101167315175,0.22703412073490814,16.37007874015748
DEN-SAN,5360,69.0,5276.0,1315.0,85125.0,0.012873134328358208,0.24924184988627748,16.134382107657316
DEN-SAT,3086,31.0,3046.0,770.0,49695.0,0.010045366169799093,0.252790544977019,16.31483913328956
DEN-SAV,377,2.0,373.0,94.0,5397.0,0.005305039787798408,0.2520107238605898,14.46916890080429
DEN-SBA,1272,13.0,1251.0,282.0,17086.0,0.010220125786163521,0.22541966426858512,13.657873701039168
DEN-SBP,724,16.0,703.0,193.0,14682.0,0.022099447513812154,0.27453769559032715,20.884779516358464
DEN-SDF,1135,8.0,1125.0,341.0,23159.0,0.007048458149779736,0.3031111111111111,20.58577777777778
DEN-SEA,6652,49.0,6598.0,1567.0,102745.0,0.007366205652435358,0.23749621097302212,15.572143073658685
DEN-SFO,5354,48.0,5304.0,1494.0,103595.0,0.008965259618976467,0.2816742081447964,19.531485671191554
DEN-SGF,389,7.0,380.0,109.0,11048.0,0.017994858611825194,0.2868421052631579,29.073684210526316
DEN-SGU,626,13.0,609.0,140.0,11192.0,0.020766773162939296,0.22988505747126436,18.37766830870279
DEN-SHR,641,4.0,636.0,94.0,8343.0,0.0062402496099844,0.14779874213836477,13.117924528301886
DEN-SJC,2870,27.0,2838.0,690.0,43282.0,0.009407665505226481,0.24312896405919662,15.250880902043694
DEN-SJU,64,0.0,63.0,10.0,472.0,0.0,0.15873015873015872,7.492063492063492
DEN-SLC,7748,95.0,7643.0,1825.0,120960.0,0.012261228704181724,0.23878058354049456,15.826246238388068
DEN-SLN,364,3.0,358.0,66.0,4148.0,0.008241758241758242,0.18435754189944134,11.58659217877095
DEN-SMF,3908,46.0,3860.0,971.0,62444.0,0.011770726714431934,0.25155440414507774,16.17720207253886
DEN-SNA,3772,44.0,3719.0,822.0,46933.0,0.01166489925768823,0.22102715783812854,12.619790266200592
DEN-SRQ,118,1.0,117.0,39.0,2047.0,0.00847457627118644,0.3333333333333333,17.495726495726494
DEN-STL,4079,49.0,4029.0,1065.0,69539.0,0.01201274822260358,0.26433358153387937,17.259617771159096
